drug,condition,rating,side_effects,helped,sentiment
Ethinyl estradiol / levonorgestrel,Birth Control,5,"['breast soreness', 'acne/breakouts']",False,negative
Symbicort,"COPD, Maintenance",10,['hoarseness'],True,positive
Levonorgestrel,Abnormal Uterine Bleeding,2,"['carpal tunnel syndrome', 'shoulder pain', 'insomnia', 'nerve pain']",False,negative
Lexapro,Anxiety,9,"['digestive problems', 'yawning', 'loss of appetite', 'weight loss']",True,positive
Vraylar,Bipolar Disorde,3,"['loss of efficacy', 'akathisia', 'mood cycling', 'dysphoria', 'euphoria followed by dysphoria']",False,negative
Miconazole,Vaginal Yeast Infection,1,"['burning', 'itching', 'pain']",False,negative
Enbrel,Rheumatoid Arthritis,10,[],True,positive
Ziprasidone,Schizoaffective Disorde,8,['drowsiness'],True,positive
Tramadol,Chronic Pain,6,[],True,positive
Fluoxetine,Depression,7,"['insomnia', 'extreme anxiety']",True,positive
Seroquel,Bipolar Disorde,8,"['excessive sedation', 'drowsiness']",True,positive
Ethinyl estradiol / etonogestrel,Birth Control,3,"['cystic acne', 'jawline acne', 'moodiness', 'abdominal pain', 'vaginal irritation', 'emotional distress', 'contraceptive failure']",False,negative
Copper,Birth Control,7,[],True,positive
Methylprednisolone,"Gout, Acute",10,[],True,positive
Etonogestrel,Birth Control,8,"['irregular bleeding', 'spotting', 'mood swings']",True,positive
Fluticasone / vilanterol,Asthma,10,"['canker sores', 'mouth pimples']",True,positive
Valproic acid,Seizures,8,"['weight gain', 'hand tremors', 'constipation', 'hair loss', 'skin issues', 'severe constipation']",True,mixed
Bupropion / naltrexone,Obesity,10,[],True,positive
Etonogestrel,Birth Control,2,"['prolonged menstruation (30 days)', 'weight gain (15 lbs in one month)', 'severe acne', 'loss of libido']",True,negative
Escitalopram,Anxiety,10,"['feeling strange', 'fatigue', 'insomnia', 'dry mouth', 'emotional numbness']",True,positive
Eletriptan,Migraine,9,[],True,positive
Duloxetine,Depression,7,"['fatigue', 'yawning']",True,positive
Ethinyl estradiol / etonogestrel,Birth Control,9,[],True,positive
Olanzapine,Schizophrenia,8,"['nocturia', 'dysuria', 'anxiety', 'tachycardia', 'lightheadedness', 'syncope', 'insomnia', 'decreased libido', 'dizziness', 'weight gain', 'hypertriglyceridemia']",True,mixed
Nexplanon,Birth Control,1,"['acne', 'loss of libido', 'mood swings', 'fatigue']",False,negative
Apremilast,Plaque Psoriasis,1,"['mood swings', 'panic attacks', 'withdrawal symptoms', 'narcotic-like effects']",True,negative
Adapalene,Acne,9,"['skin peeling', 'purging (increased breakouts)']",True,positive
Nexplanon,Birth Control,8,"['acne/breakouts', 'decreased appetite', 'frequent headaches']",True,positive
Chateal,Birth Control,7,"['nausea', 'general malaise', 'emotional lability', 'crying episodes', 'metabolic suppression', 'weight gain', 'fatigue', 'hypersomnia', 'decreased libido']",True,mixed
Aczone,Acne,8,"['itchiness', 'dryness', 'peeling']",True,positive
Quetiapine,Insomnia,7,"['hangover effect', 'ineffective if not taken at precise time', 'requires strict conditions to work']",True,positive
Humira,Rheumatoid Arthritis,1,"['pneumonia', 'lung fluid accumulation', 'scar tissue', 'COPD', 'psoriasis', 'joint pain']",False,negative
Suvorexant,Insomnia,1,"['insomnia', 'frequent nighttime awakening']",False,negative
Saxenda,Obesity,9,"['migraine', 'nausea', 'headache', 'extreme fatigue']",True,mixed
Clonidine,"Insomnia, Stimulant-Associated",10,[],True,positive
Stalevo,Parkinson's Disease,1,"['vomiting', 'hallucinations', 'insomnia']",False,negative
Abreva,Herpes Simplex,1,[],False,negative
Methocarbamol,Muscle Spasm,9,['loss of appetite'],True,positive
Effexor,Depression,9,[],True,positive
Nexplanon,Birth Control,4,"['irregular bleeding', 'spotting', 'heavy bleeding', 'acne', 'mood changes', 'depression', 'fatigue', 'decreased libido']",False,negative
Lessina,Birth Control,9,"['stress', 'breast tenderness', 'fatigue', 'early menstruation']",True,positive
Dolophine,Chronic Pain,9,['nausea'],True,positive
Chantix,Smoking Cessation,5,"['nausea', 'vivid dreams']",True,positive
Lisdexamfetamine,ADHD,9,"['decreased appetite', 'growth slowing', 'mood changes']",True,mixed
Pregabalin,Generalized Anxiety Disorde,10,[],True,positive
Adipex-P,Weight Loss,9,"['dry mouth', 'constipation', 'insomnia', 'headaches']",True,positive
Nebivolol,High Blood Pressure,10,[],True,positive
Bupropion / naltrexone,Obesity,8,"['dizziness', 'tachycardia', 'insomnia']",True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,4,[],,negative
Levonorgestrel,Birth Control,7,[],,positive
Divalproex sodium,,8,[],,positive
Diethylpropion,Obesity,8,['insomnia'],True,positive
Ethinyl estradiol / etonogestrel,Birth Control,10,"['breast enlargement', 'vaginal discharge']",True,positive
Cymbalta,Anxiety,10,['weight gain'],True,positive
Leuprolide,Precocious Puberty,7,[],True,positive
Phentermine,Not Listed / Othe,10,"['increased energy', 'restlessness', 'inability to sit still']",True,positive
Cholestyramine,Post-Cholecystectomy Diarrhea,9,"['dehydration', 'disturbed sleep', 'nightmares']",True,positive
Liraglutide,Obesity,5,[],False,negative
Suprep Bowel Prep Kit,Bowel Preparation,5,"['horrible taste', 'severe chills', 'frequent urination/bowel movements']",True,mixed
Milnacipran,ibromyalgia,7,"['flushed face', 'grogginess']",,positive
Lisdexamfetamine,ADHD,10,['loss of appetite'],True,positive
Chlorpromazine,Opiate Withdrawal,10,[],True,positive
Montelukast,Asthma,1,"['anxiety', 'emotional distress', 'night terrors', 'suicidal ideation', 'homicidal ideation', 'paranoia', 'intrusive thoughts']",False,negative
Cephalexin,Skin or Soft Tissue Infection,3,"['flatulence', 'diarrhea']",True,mixed
Promethazine,Nausea/Vomiting,6,"['drug interactions with other medications', 'slow onset of action', 'inadequate nausea relief']",True,mixed
Zoloft,Social Anxiety Disorde,10,['tiredness'],True,positive
Humira,Psoriasis,8,[],True,positive
Flomax,Benign Prostatic Hyperplasia,8,"['urinary retention', 'hypotension', 'bradycardia', 'urge incontinence']",True,mixed
Imiquimod,Human Papilloma Virus,9,"['redness', 'scrotal soreness', 'blister']",True,mixed
Implanon,Birth Control,8,"['irregular periods', 'frequent periods (two small periods per month)']",True,positive
Delsym,Cough,1,['vomiting'],False,negative
Exenatide,"Diabetes, Type 2",3,"['nausea', 'heartburn', 'ankle swelling']",True,mixed
Apremilast,Plaque Psoriasis,2,[],False,negative
Zoloft,Panic Disorde,10,['worsening anxiety'],True,positive
Drysol,Hyperhidrosis,8,[],True,positive
Testosterone,"Hypogonadism, Male",7,[],True,mixed
Cyproheptadine,Anorexia,10,['drowsiness'],True,positive
Symlin,"Diabetes, Type 1",10,['nausea'],True,positive
Latuda,Bipolar Disorde,10,[],True,positive
Armodafinil,Chronic Fatigue Syndrome,8,"['dizziness', 'heart palpitations', 'nausea', 'headache']",True,mixed
Lorcaserin,Weight Loss,10,"['headache', 'appetite suppression']",True,positive
Miconazole,Vaginal Yeast Infection,1,"['burning sensation', 'bleeding', 'pain', 'discomfort', 'anger']",False,negative
Atenolol,High Blood Pressure,4,['masking of hypoglycemic warning signs'],,negative
Topiramate,,9,"['facial numbness', 'lip numbness', 'facial twitch']",True,positive
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,10,[],True,positive
Melatonin,Insomnia,9,[],True,positive
Lupron,Prostate Cance,10,"['weakness', 'memory problems', 'hot flashes']",True,positive
Suprep Bowel Prep Kit,Bowel Preparation,9,"['unpleasant taste', 'frequent urination', 'diarrhea', 'loose stools', 'hunger from fasting']",True,mixed
Movantik,"Constipation, Drug Induced",9,[],True,positive
Trileptal,Bipolar Disorde,9,[],True,positive
Gianvi,Birth Control,9,[],True,positive
Levofloxacin,Pneumonia,10,"['insomnia', 'fatigue']",True,positive
Fentanyl,Pain,9,"['sweating', 'constipation']",True,positive
Fluoxetine,Depression,10,"['reduced libido', 'acting out dreams', 'kicking legs while sleeping']",True,positive
Adipex-P,Obesity,10,['dry mouth'],True,positive
Ethinyl estradiol / norethindrone,Birth Control,10,['adjustment difficulties'],True,positive
Stendra,Erectile Dysfunction,2,"['delayed onset of action', 'erectile dysfunction']",False,negative
Nexplanon,Birth Control,2,"['prolonged bleeding', 'continuous menstrual bleeding', 'severe acne', 'depression', 'hormone imbalance']",False,negative
Abilify,Agitated State,9,[],True,positive
Lunesta,Insomnia,3,"['insomnia', 'drug dependence/tolerance']",True,negative
Saxenda,Weight Loss,10,['nausea'],True,positive
Adderall XR,ADHD,10,[],True,positive
Buprenorphine,Pain,7,"['itching', 'erythema (red squares)', 'patch adhesion failure', 'stress-related symptom aggravation']",True,mixed
Lithium,Bipolar Disorde,10,"['gastrointestinal distress', 'increased thirst']",True,positive
Montelukast,"Asthma, Maintenance",1,"['excessive sweating', 'tremors', 'emotional lability', 'loss of emotional control', 'depression', 'suicidal ideation', 'anhedonia']",False,negative
Elidel,Eczema,5,"['extreme itchiness', 'oozing', 'peeling skin', 'cracked skin', 'pain']",False,negative
Valsartan,High Blood Pressure,7,"['unstable blood pressure', 'chest tightness', 'palpitations', 'lightheadedness', 'abdominal pain', 'flushing']",False,negative
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,"['chills', 'unpleasant taste']",True,positive
Oxycodone,Chronic Pain,9,[],True,positive
Nexplanon,Birth Control,5,"['scarring at insertion site', 'heavy menstrual bleeding', 'continuous menstruation', 'weight gain', 'acne', 'depression', 'anxiety']",True,mixed
Effexor,Depression,7,"['muscle tension', 'tremors', 'insomnia', 'nightmares', 'nausea', 'stomach upset', 'gastrointestinal upset', 'diaphoresis', 'withdrawal symptoms']",True,mixed
Lyrica,Diabetic Peripheral Neuropathy,9,"['tiredness', 'fatigue']",True,positive
Ropinirole,Restless Legs Syndrome,8,"['violent nightmares', 'sleep-related violent behavior', 'nocturnal kicking', 'daytime somnolence', 'restless leg syndrome episodes']",True,positive
Desogestrel / ethinyl estradiol,Birth Control,5,"['mood changes', 'sadness', 'heavy periods', 'prolonged periods', 'acne', 'low libido', 'hair loss', 'skin spots', 'skin sensitivity']",False,negative
Bupropion,Depression,1,['tiredness'],,neutral
Buprenorphine / naloxone,Opiate Dependence,9,[],True,positive
Fetzima,Major Depressive Disorde,1,"['increased blood pressure', 'tachycardia', 'urinary hesitation', 'constipation', 'bloating', 'stomach pain', 'dry mouth', 'nausea', 'UTI']",True,negative
Wellbutrin SR,Major Depressive Disorde,1,"['insomnia', 'agitation', 'fidgetiness', 'shuddering', 'tremors']",False,negative
Etonogestrel,Birth Control,5,"['prolonged bleeding', 'continuous menstrual bleeding', 'reduced sexual activity']",False,negative
Ethinyl estradiol / norgestimate,Acne,10,"['acne', 'nausea', 'hyperpigmentation/dark spots']",True,positive
Lorazepam,Anxiety,10,[],True,positive
Iron sucrose,Iron Deficiency Anemia,10,[],True,positive
Ethinyl estradiol / norelgestromin,Birth Control,8,"['nausea', 'headache', 'patch slippage during exercise', 'patch slippage during hot showers']",True,positive
Clonidine,Opiate Withdrawal,7,"['difficult withdrawal', 'severe withdrawal symptoms', 'rebound hypertension risk', 'potentially life-threatening withdrawal']",True,mixed
Mirtazapine,Depression,3,"['weight gain', 'excessive sedation', 'dry eyes', 'eye soreness', 'stomach pain', 'bladder pain', 'urinary difficulty', 'coordination problems']",False,negative
Nuvigil,Shift Work Sleep Disorde,8,"['hypomania/mania', 'yawning fits']",True,positive
Xeljanz,Rheumatoid Arthritis,8,[],True,positive
Pregabalin,,10,[],True,positive
Ethinyl estradiol / norgestrel,Birth Control,2,"['severe fatigue', 'lack of energy', 'physical exhaustion', 'hair loss', 'water retention', 'headaches', 'irritability', 'mood changes', 'low libido']",False,negative
Efavirenz / emtricitabine / tenofovir,HIV Infection,10,[],True,positive
Losartan,High Blood Pressure,9,"['hip pain', 'knee pain', 'ankle pain', 'diarrhea', 'disturbed sleep', 'vivid dreams', 'feeling of losing mind', 'mental disturbance']",True,mixed
Gabapentin,Hot Flashes,10,['dizziness upon waking'],True,positive
Remicade,Ulcerative Colitis,1,"['severe hives', 'allergic reaction']",False,negative
Flagyl,Bacterial Infection,9,"['dysgeusia (distorted taste)', 'anorexia (loss of appetite)', 'weight loss', 'difficulty eating', 'difficulty drinking']",False,negative
Diclofenac,Osteoarthritis,8,[],True,positive
Levonorgestrel,Emergency Contraception,1,[],False,negative
Euflexxa,Osteoarthritis,9,"['injection site discomfort', 'minimal bleeding at injection site', 'swelling at injection site']",True,positive
Hypercare,Hyperhidrosis,8,"['itching', 'burning']",True,positive
Levaquin,Sinusitis,7,[],True,positive
Estarylla,Birth Control,10,"['nausea', 'mood changes']",True,positive
Chlordiazepoxide,Alcohol Withdrawal,8,[],True,mixed
Amphetamine / dextroamphetamine,ADHD,5,"['confusion', 'speech difficulties', 'word-finding problems', 'self-doubt', 'appetite suppression', 'impulsivity', 'irritability', 'personality changes']",False,negative
Solodyn,Acne,9,[],True,positive
Bisacodyl,Constipation,1,"['cold sweats', 'horrible cramping', 'nausea', 'rectal bleeding', 'stomach cramping', 'presyncope/feeling of fainting', 'back pain', 'feeling sick']",True,negative
Contrave,Weight Loss,2,"['somnolence', 'excessive sleepiness', 'increased appetite']",False,negative
Celebrex,Pain,5,"['weight gain', 'rapid weight gain']",True,negative
Levaquin,Pneumonia,1,"['numbness in skin', 'numbness in lips', 'numbness in hands', 'numbness in feet', 'temperature insensitivity', 'irregular heart rate', 'severe pain in lower extremities', 'leg heaviness']",False,negative
Etonogestrel,Birth Control,7,"['hair thinning', 'alopecia', 'frontal baldness']",,negative
Tapentadol,Pain,4,"['headache', 'itching', 'sweating', 'constipation', 'depression']",True,negative
Cymbalta,Depression,10,['fatigue'],True,positive
Suvorexant,Insomnia,1,[],False,negative
Ethinyl estradiol / levonorgestrel,Birth Control,8,"['weight gain', 'difficulty losing weight']",True,positive
Mirena,Birth Control,2,"['pain during insertion', 'trauma from insertion', 'acne', 'depression', 'anxiety', 'mood swings', 'bacterial vaginosis', 'vaginal odor']",True,negative
BuSpar,Anxiety,1,"['weight gain', 'tremors', 'twitches', 'jaw locking', 'panic attacks']",False,negative
Trolamine salicylate,Pain,10,[],True,positive
Saxenda,Obesity,1,['thirst'],,positive
Meridia,Obesity,7,"['elevated blood pressure', 'hypertension']",True,negative
Librium,Alcohol Withdrawal,10,['rough feeling on day 1'],True,positive
Contrave,Obesity,10,[],True,positive
Pristiq,Depression,10,[],True,positive
Synvisc-One,Osteoarthritis,8,"['injection pain', 'swelling']",True,positive
Azelastine,Allergic Rhinitis,9,"['sneezing', 'drowsiness']",True,mixed
Atralin,Acne,8,[],True,positive
Acetaminophen / oxycodone,Chronic Pain,9,[],True,positive
Lotronex,Irritable Bowel Syndrome,10,[],True,positive
Levofloxacin,Skin or Soft Tissue Infection,1,"['severe allergic reaction', 'eye redness', 'eye swelling', 'temporary vision loss', 'severe joint pain', 'shoulder pain', 'severe calf pain', 'leg pain']",False,negative
Lamotrigine,Post Traumatic Stress Disorde,9,['insomnia'],True,positive
Fluoxetine,Anxiety and Stress,9,['headaches'],True,positive
Amitriptyline,Pain,7,"['difficulty waking', 'sleep disturbance', 'relationship problems']",True,mixed
Varenicline,Smoking Cessation,10,"['nausea', 'abdominal pain']",True,positive
Axiron,"Hypogonadism, Male",9,[],True,positive
Accutane,Acne,10,"['chapped lips', 'dry skin', 'itching']",True,positive
Epiduo,Acne,8,[],,negative
Cialis,Erectile Dysfunction,10,[],True,positive
Victoza,Weight Loss,10,"['nausea', 'vomiting']",True,positive
Uroxatral,Benign Prostatic Hyperplasia,8,[],True,positive
Cialis,Erectile Dysfunction,10,[],True,positive
Isotretinoin,Acne,10,['dry lips'],True,positive
Levonorgestrel,Emergency Contraception,4,"['fatigue', 'depressed mood', 'lower abdominal pain', 'vaginal discharge', 'vaginal burning', 'ovarian cysts', 'emotional disturbance', 'mood alteration']",True,mixed
Exenatide,"Diabetes, Type 2",7,"['injection site nodules/knots', 'injection site erythema', 'injection site pruritus', 'nausea', 'hypoglycemia', 'injection site pain/stinging', 'thyroid nodules']",True,mixed
Varenicline,Smoking Cessation,10,[],True,positive
Breo Ellipta,"COPD, Maintenance",8,[],True,positive
Rotigotine,Restless Legs Syndrome,10,"['insomnia', 'headaches', 'excessive sedation']",True,mixed
Zyprexa Zydis,Bipolar Disorde,9,['drowsiness'],True,positive
Lastacaft,"Conjunctivitis, Allergic",10,[],True,positive
Gianvi,Birth Control,3,"['weight gain', 'bloating', 'heavy bleeding', 'severe cramping', 'depression', 'anxiety', 'hypersensitivity to sound', 'excessive crying']",True,mixed
Medroxyprogesterone,Abnormal Uterine Bleeding,1,"['weight gain', 'sexual dysfunction']",False,negative
Ethinyl estradiol / norelgestromin,Birth Control,7,"['cramping', 'prolonged menstrual bleeding', 'weight gain', 'bloating', 'patch slippage']",True,positive
Desvenlafaxine,Depression,8,['weight loss'],True,positive
Miconazole,Vaginal Yeast Infection,1,"['pain', 'itching', 'burning sensation', 'severe discomfort']",False,negative
Acetaminophen / phenyltoloxamine,Headache,10,[],True,positive
Reglan,Migraine,7,"['burning at IV site', 'light-headedness', 'warmth']",True,positive
Lortab,7</span> users found this comment helpful.,9,"['dry mouth', 'constipation']",True,positive
Acetaminophen / butalbital / caffeine,Headache,10,[],True,positive
ella,Emergency Contraception,7,"['stomach ache', 'minor cramps', 'late period', 'heavy bleeding', 'prolonged menstruation']",True,positive
Victoza,"Diabetes, Type 2",1,[],,negative
Doxycycline,Acne,9,[],True,positive
Citalopram,Panic Disorde,2,"['emotional blunting', 'reduced emotional dynamics', 'apathy', 'worthlessness', 'personality changes']",True,negative
Hydroxyzine,Anxiety,1,"['body aches', 'myalgia']",False,negative
Lo Loestrin Fe,Birth Control,10,['breakthrough bleeding'],True,positive
Levetiracetam,Seizures,10,[],True,mixed
Augmentin,Bronchitis,10,[],True,positive
Ortho Evra,Birth Control,10,"['nausea', 'mood swings', 'aggression', 'discomfort', 'depression', 'weight gain', 'breast enlargement']",True,positive
Lorcaserin,Weight Loss,9,['loose bowels'],True,positive
Ethinyl estradiol / norgestimate,Birth Control,6,"['mood swings', 'loss of libido', 'vaginal dryness', 'dyspareunia', 'yeast infections', 'irregular menstruation', 'acne worsening']",True,mixed
Xiidra,Dry Eye Disease,4,"['eye burning', 'eye itching']",True,mixed
Methadone,Chronic Pain,10,[],True,positive
Dexmethylphenidate,ADHD,9,['decreased appetite'],True,positive
Lo Loestrin Fe,Birth Control,9,"['acne', 'nausea']",True,positive
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,6,"['poor taste', 'nausea/vomiting', 'diarrhea', 'insomnia', 'gagging']",True,mixed
OnabotulinumtoxinA,Migraine Prevention,10,[],True,positive
Duloxetine,Pain,8,"['nausea', 'insomnia', 'night sweats', 'cold sweats']",True,positive
Contrave,Obesity,8,"['nausea', 'vomiting']",True,mixed
Plan B,Emergency Contraception,9,"['nausea', 'emotional changes', 'dizziness', 'irregular bleeding']",True,positive
Strattera,ADHD,7,['mood swings'],True,positive
Stelara,Psoriasis,3,[],True,mixed
Gildess Fe 1 / 20,Birth Control,8,"['emotional instability', 'excessive crying', 'food intolerance (red sauce)', 'caffeine intolerance', 'mood swings']",True,mixed
Abilify,Obsessive Compulsive Disorde,7,['weight gain'],True,mixed
Carbamazepine,Trigeminal Neuralgia,5,[],True,positive
Levonorgestrel,Emergency Contraception,10,"['breast enlargement', 'nausea/vomiting']",True,positive
Amphetamine / dextroamphetamine,ADHD,7,[],True,positive
Temazepam,Insomnia,8,[],True,positive
Etonogestrel,Birth Control,10,"['mild discomfort', 'mood swings']",True,positive
Adapalene / benzoyl peroxide,Acne,8,"['dry skin', 'skin irritation', 'burning sensation', 'skin flakiness']",True,positive
Etonogestrel,Birth Control,7,"['weight gain', 'heavy periods', 'prolonged menstruation', 'menstrual clots', 'mood changes', 'anxiety', 'anger/irritability', 'migraines with aura']",True,negative
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,[],True,positive
Wellbutrin,Major Depressive Disorde,7,[],True,positive
Dronabinol,Anorexia,1,"['tremors', 'hallucinations', 'mental status changes']",False,negative
Vilazodone,Depression,10,['minimal side effects'],True,positive
Mirapex,Restless Legs Syndrome,1,"['compulsive gambling', 'compulsive behavior']",True,positive
Dronabinol,Post Traumatic Stress Disorde,8,[],True,positive
Amoxicillin / clavulanate,Skin or Soft Tissue Infection,7,[],True,positive
Suboxone,Opiate Dependence,10,[],True,positive
Olanzapine,Bipolar Disorde,10,['weight gain'],True,positive
Adapalene,Acne,10,['skin dryness'],True,positive
Phenazopyridine,Dysuria,3,"['vomiting', 'severe dizziness', 'nausea']",True,negative
Desvenlafaxine,Depression,7,[],True,mixed
Hydroxyzine,Anxiety,8,"['vivid dreams', 'drowsiness upon waking']",True,positive
Venlafaxine,Depression,10,[],True,positive
Gabapentin,ibromyalgia,10,['flu-like symptoms (when doses missed)'],True,positive
Cetirizine,Urticaria,9,[],True,positive
Bystolic,High Blood Pressure,10,[],True,positive
Blisovi Fe 1 / 20,Birth Control,1,"['hives', 'allergic reaction']",False,negative
Oxycodone,Pain,8,"['withdrawal symptoms', 'guilt', 'social stigma/judgment from others']",True,mixed
femhrt,0</span> users found this comment helpful.,1,"['bacterial vaginosis', 'recurrent infections']",True,mixed
Liraglutide,"Diabetes, Type 2",1,"['lethargy', 'metabolic slowdown', 'weight gain', 'dysfunctional body chemistry', 'blah mood']",False,negative
Zolpidem,Insomnia,9,"['complex sleep behaviors', 'hallucinations', 'confusion']",True,positive
Copper,Birth Control,10,['prolonged menstruation'],True,positive
Etonogestrel,Birth Control,10,[],True,positive
Skyla,Birth Control,1,"['weight gain', 'acne', 'depression', 'irregular periods']",False,negative
Arava,Rheumatoid Arthritis,9,[],True,positive
Suprep Bowel Prep Kit,Bowel Preparation,1,"['nausea', 'vomiting', 'diarrhea', 'prolonged bowel movements']",False,negative
Avalide,High Blood Pressure,10,[],True,positive
Contrave,Obesity,10,"['stomach rumbling', 'dry mouth']",True,positive
Gabapentin,Bipolar Disorde,1,[],False,negative
Campral,Alcohol Dependence,8,[],True,positive
Meclizine,Vertig,1,[],False,negative
Ethinyl estradiol / norgestimate,Birth Control,7,['acne'],True,positive
Drospirenone / ethinyl estradiol,Birth Control,8,"['spotting', 'stomach discomfort']",True,positive
Lo Loestrin Fe,Birth Control,10,['acne'],True,positive
Octreotide,Carcinoid Tum,10,[],True,positive
Ethinyl estradiol / norgestimate,Birth Control,1,"['fatigue', 'abnormal tiredness', 'dizziness', 'increased hunger', 'nausea', 'emotional lability/crying', 'drowsiness', 'cramping', 'polyuria/frequent urination', 'dysuria/painful urination', 'vaginal itching', 'vaginal burning', 'urinary incontinence']",False,negative
Escitalopram,Anxiety,10,"['sleepiness', 'decreased appetite']",True,positive
Makena,Premature Lab,10,[],True,positive
Zantac,GERD,10,[],True,positive
Hydrochlorothiazide / lisinopril,High Blood Pressure,8,['photosensitivity'],True,positive
Viibryd,Major Depressive Disorde,5,"['insomnia', 'vivid dreams', 'nightmares', 'nausea', 'anxiety about sleep', 'emotional distress', 'hysterical crying']",False,negative
Benicar HCT,High Blood Pressure,7,['weight gain'],True,mixed
Metronidazole,Dental Abscess,5,"['insomnia', 'pain']",,mixed
Sronyx,Birth Control,4,"['mood swings', 'emotional instability', 'lethargy', 'increased appetite', 'bloating']",,negative
Fluoxetine,Anxiety and Stress,8,"['emotional numbness', 'stimulation']",True,positive
Etonogestrel,Birth Control,6,"['prolonged bleeding', 'mood swings', 'acne', 'migraines', 'lower abdominal bulging']",True,mixed
Prozac,Anxiety and Stress,9,"['dyspnea', 'fatigue', 'depression', 'malaise']",True,positive
Acetaminophen / butalbital / caffeine,Headache,10,[],True,positive
Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,2,"['spotting', 'abnormal bleeding', 'heavy menstrual bleeding', 'syncope/fainting', 'breakthrough bleeding']",False,negative
Amitiza,Irritable Bowel Syndrome,4,"['diarrhea', 'gas', 'abdominal pain', 'heartburn', 'nausea']",False,negative
Alprazolam,Anxiety,10,[],True,positive
Baclofen,Chronic Spasticity,9,[],True,positive
Sertraline,Anxiety and Stress,10,[],True,positive
Propofol,Anesthesia,10,"['sneezing', 'runny nose']",True,positive
Methylprednisolone,Rheumatoid Arthritis,10,[],True,positive
Nexplanon,Birth Control,9,"['amenorrhea', 'spotting', 'weight gain']",True,positive
Atorvastatin,High Cholesterol,1,"['fatigue', 'weakness', 'dizziness', 'muscle aches', 'dry mouth', 'headache', 'chest pain/discomfort', 'nausea', 'severe dizziness']",False,negative
Diclofenac,Back Pain,9,[],True,positive
Azithromycin,Sinusitis,7,"['runny nose', 'stuffy ear', 'tinnitus', 'nausea']",True,mixed
Seroquel,Schizophrenia,7,['drunkenness'],True,positive
Depo-Provera,Abnormal Uterine Bleeding,1,"['irregular menstruation', 'acne', 'weight gain', 'fatigue', 'cramping']",False,negative
Acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,Cold Symptoms,9,['bad taste'],True,positive
Magnesium citrate,Constipation,10,[],True,positive
Medroxyprogesterone,Birth Control,10,['amenorrhea'],True,positive
Pantoprazole,Stomach Ulce,10,[],True,positive
Lifitegrast,Dry Eye Disease,9,"['dry eyes', 'burning', 'aftertaste']",True,positive
Skyla,Birth Control,9,"['cramps', 'heavy bleeding', 'brown discharge', 'bleeding during sex']",True,positive
Buprenorphine / naloxone,Opiate Dependence,1,"['night sweats', 'short duration of action', 'inadequate symptom coverage']",False,negative
Ethinyl estradiol / norgestimate,Birth Control,3,"['emotional lability', 'crying', 'irritability']",True,mixed
Canagliflozin,"Diabetes, Type 2",1,"['frequent urination', 'dehydration', 'glucosuria (sugar in urine)', 'recurrent urinary tract infections']",False,negative
Gabapentin,Postherpetic Neuralgia,10,[],True,positive
Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,Bowel Preparation,1,"['vomiting', 'nausea']",False,negative
Nitrofurantoin,Bladder Infection,1,"['severe chest pain', 'shortness of breath', 'extreme allergic reaction']",False,negative
Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,9,['breast tenderness'],True,positive
Viagra,Erectile Dysfunction,8,"['reduced ejaculate volume', 'premature ejaculation sensation']",True,mixed
Drospirenone / ethinyl estradiol,Birth Control,10,[],True,positive
Amitriptyline,Migraine Prevention,10,"['dry mouth', 'constipation', 'difficulty waking up in the morning']",True,positive
Atorvastatin,High Cholesterol,10,"['anger', 'aggressive mood', 'irritability']",True,mixed
Phentermine,Weight Loss,10,['dehydration'],True,positive
Cefdinir,Sinusitis,8,[],True,positive
Doxycycline,Rosacea,10,[],True,positive
Rapaflo,Benign Prostatic Hyperplasia,6,"['decreased ejaculation intensity', 'retrograde ejaculation', 'dry ejaculation']",True,mixed
Aluminum chloride hexahydrate,Hyperhidrosis,10,[],True,positive
Oxybutynin,Overactive Bladde,9,"['extreme sleepiness', 'difficulty driving', 'loss of appetite', 'fatigue']",False,negative
Klonopin,Anxiety,10,[],True,positive
Abilify,Obsessive Compulsive Disorde,3,"['suicidal ideation', 'leg weakness', 'orthostatic hypotension/dizziness on standing', 'cognitive impairment/brain fog', 'stuttering', 'clumsiness', 'muscle stiffness', 'myalgia']",False,negative
Abilify,Schizophrenia,6,['restless leg syndrome'],True,mixed
Lipitor,High Cholesterol,5,"['leg numbness', 'leg heaviness', 'leg weakness', 'unsteady gait', 'cardiac arrhythmias', 'anxiety', 'stress']",False,negative
Alprazolam,Anxiety,10,"['mental fog', 'anxiety']",True,positive
Vivitrol,Opiate Dependence,8,"['lightheadedness', 'vomiting', 'stomach cramps', 'migraines']",True,mixed
Oxytrol,Overactive Bladde,10,['skin irritation'],True,positive
Vistaril,Anxiety,1,"['anxiety', 'rage']",False,negative
